id,name,value,avg_revenue,avg_bills,industry
53036,"Nwalor, Esq. & Associates Immigration Law Office",7489423.96,2496474.65,2122003.46,Professional/Technical
53037,Immigration Law Office,7489423.96,2496474.65,2122003.46,Professional/Technical
53038,Rubbish Out,7489423.96,2496474.65,2122003.46,Professional/Technical
53039,QFS,7489423.96,2496474.65,2122003.46,Professional/Technical
53040,Levy & Nau P.C.,7489423.96,2496474.65,2122003.46,Professional/Technical
53041,Oaks Post Office,61175320.75,20391773.58,17333007.55,Government
53042,NYPD Transit Special Victims Squad,61175320.75,20391773.58,17333007.55,Government
53043,New York City Board of Education,1889854.62,629951.54,535458.81,Other Services
53044,Star Security Training,1889854.62,629951.54,535458.81,Other Services
53045,Grace & Mercy Home Care,1889854.62,629951.54,535458.81,Other Services
53046,Country-Wide Insurance Company,16545067.6,5515022.53,4687769.15,Finance/Insurance
53047,GG's Social Trade & Treasure Club,61175320.75,20391773.58,17333007.55,Government
53048,"Auxilia Accounting, Inc",16545067.6,5515022.53,4687769.15,Finance/Insurance
53049,Dwell,3549362.14,1183120.71,1005652.61,Real Estate
53050,N.S.K. Management,3549362.14,1183120.71,1005652.61,Real Estate
53051,Park Slope Center for Successful Aging,61175320.75,20391773.58,17333007.55,Government
53052,Brooklyn Properties,3549362.14,1183120.71,1005652.61,Real Estate
53053,Ideal Properties Group,3549362.14,1183120.71,1005652.61,Real Estate
53054,US Air Force,1889854.62,629951.54,535458.81,Other Services
53055,E. Martin Sales & Rentals,3549362.14,1183120.71,1005652.61,Real Estate
53056,Work Heights,1889854.62,629951.54,535458.81,Other Services
53057,The Forefront Law Group,7489423.96,2496474.65,2122003.46,Professional/Technical
53058,Pedroso Legal Services LLC,7489423.96,2496474.65,2122003.46,Professional/Technical
53059,A&M Berk Tax Services,16545067.6,5515022.53,4687769.15,Finance/Insurance
53060,School District of Philadelphia,1889854.62,629951.54,535458.81,Other Services
53061,Thomson Reuters,7489423.96,2496474.65,2122003.46,Professional/Technical
53062,CPA Office,16545067.6,5515022.53,4687769.15,Finance/Insurance
53063,Kieran Timberlake,7489423.96,2496474.65,2122003.46,Professional/Technical
53064,Turtle Conservancy,7489423.96,2496474.65,2122003.46,Professional/Technical
53065,Volpe Real Estate,3549362.14,1183120.71,1005652.61,Real Estate
53066,Gallo Insurance Agency,16545067.6,5515022.53,4687769.15,Finance/Insurance
53067,Ad Server Solutions - Ad Serving Technology,1889854.62,629951.54,535458.81,Other Services
53068,Cosmetic & Implant Dental Associates,1889854.62,629951.54,535458.81,Other Services
53069,DNA Testing,7489423.96,2496474.65,2122003.46,Professional/Technical
53070,Snyder Online Marketing,1889854.62,629951.54,535458.81,Other Services
53071,JCPD North District,61175320.75,20391773.58,17333007.55,Government
53072,Willink Maintenance Office,1889854.62,629951.54,535458.81,Other Services
53073,"O'Connor, Parsons, Lane & Noble LLC",7489423.96,2496474.65,2122003.46,Professional/Technical
53074,Imprinsic Marketing Group,7489423.96,2496474.65,2122003.46,Professional/Technical
53075,Riverdale Police Department,61175320.75,20391773.58,17333007.55,Government
53076,Samsung Accelerator,7489423.96,2496474.65,2122003.46,Professional/Technical
53077,"MapText, Inc.",7489423.96,2496474.65,2122003.46,Professional/Technical
53078,Ivan & Son,1889854.62,629951.54,535458.81,Other Services
53079,Beacon of Hope House,4787846.99,1595949.0,1356556.65,Retail
53080,Institute for Human Identity Therapy Center,1889854.62,629951.54,535458.81,Other Services
53081,First Century Real Estate,3549362.14,1183120.71,1005652.61,Real Estate
53082,Monsignor Farricker Parish Hall,1889854.62,629951.54,535458.81,Other Services
53083,SVA Registrar,5646284.96,1882094.99,1599780.74,Education
53084,PILOT Inc,7489423.96,2496474.65,2122003.46,Professional/Technical
53085,Jay Cataldo Life Coaching,1889854.62,629951.54,535458.81,Other Services
53086,Elite Realty,3549362.14,1183120.71,1005652.61,Real Estate
53087,HAD Associates,16545067.6,5515022.53,4687769.15,Finance/Insurance
53088,The City Congregation for Humanistic Judaism,1889854.62,629951.54,535458.81,Other Services
53089,USPS - Columbia University Station,61175320.75,20391773.58,17333007.55,Government
53090,NYC Dept. of Finance Sheriff's Office,1889854.62,629951.54,535458.81,Other Services
53091,VFS Global,7489423.96,2496474.65,2122003.46,Professional/Technical
53092,Ornamental Ironworkers Local 580,1889854.62,629951.54,535458.81,Other Services
53093,Prevision Systems LLC,7489423.96,2496474.65,2122003.46,Professional/Technical
53094,"Patrick & Kevin Bent, CPAs",16545067.6,5515022.53,4687769.15,Finance/Insurance
53095,Snap Creative,7489423.96,2496474.65,2122003.46,Professional/Technical
53096,Lincoln Center Theater,1889854.62,629951.54,535458.81,Other Services
53097,Permanent Mission of Namibia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53098,Franklin D. Roosevelt Station Post Office,61175320.75,20391773.58,17333007.55,Government
53099,Permanent Mission of Germany to the United Nations,1889854.62,629951.54,535458.81,Other Services
53100,UN Visitors Check-in Office,1889854.62,629951.54,535458.81,Other Services
53101,Permanent Mission of Qatar to the United Nations,1889854.62,629951.54,535458.81,Other Services
53102,American Federation of the Arts,1889854.62,629951.54,535458.81,Other Services
53103,Permanent Mission of Brazil to the United Nations,1889854.62,629951.54,535458.81,Other Services
53104,Permanent Mission of Bahrain to the United Nations,1889854.62,629951.54,535458.81,Other Services
53105,Permanent Mission of Argentina to the United Nations,1889854.62,629951.54,535458.81,Other Services
53106,Permanent Mission of Andorra to the United Nations / Embassy of Andorra,1889854.62,629951.54,535458.81,Other Services
53107,Permanent Mission of Costa Rica to the United Nations,1889854.62,629951.54,535458.81,Other Services
53108,Permanent Mission of Burundi to the United Nations,1889854.62,629951.54,535458.81,Other Services
53109,Permanent Mission of Brunei to the United Nations,1889854.62,629951.54,535458.81,Other Services
53110,Justice Center en El Barrio,61175320.75,20391773.58,17333007.55,Government
53111,Permanent Mission of Cuba to the United Nations,1889854.62,629951.54,535458.81,Other Services
53112,Permanent Mission of Austria to the United Nations,1889854.62,629951.54,535458.81,Other Services
53113,Permanent Mission of Afghanistan to the United Nations,1889854.62,629951.54,535458.81,Other Services
53114,Permanent Mission of Papua New Guinea to the United Nations,1889854.62,629951.54,535458.81,Other Services
53115,Permanent Mission of Belize to the United Nations,1889854.62,629951.54,535458.81,Other Services
53116,Permanent Mission of the Republic of Lithuania to the United Nations,1889854.62,629951.54,535458.81,Other Services
53117,Consulate General of Japan,1889854.62,629951.54,535458.81,Other Services
53118,Herskovits PLLC,7489423.96,2496474.65,2122003.46,Professional/Technical
53119,Gemological Institute of America,1889854.62,629951.54,535458.81,Other Services
53120,Martin Luther King Jr. Community Center,61175320.75,20391773.58,17333007.55,Government
53121,Consulate General of Italy,1889854.62,629951.54,535458.81,Other Services
53122,New York Carpet Cleaning,7489423.96,2496474.65,2122003.46,Professional/Technical
53123,Cherokee Finance Station Post Office,61175320.75,20391773.58,17333007.55,Government
53124,Big John's Moving,1889854.62,629951.54,535458.81,Other Services
53125,Lamont Medical Equipment,7489423.96,2496474.65,2122003.46,Professional/Technical
53126,Goddard Riverside Older Adult Center,61175320.75,20391773.58,17333007.55,Government
53127,Young People's Chorus of New York City,61175320.75,20391773.58,17333007.55,Government
53128,FedEx Ship Center,61175320.75,20391773.58,17333007.55,Government
53129,Fanman,7489423.96,2496474.65,2122003.46,Professional/Technical
53130,Undergraduate Admissions,1889854.62,629951.54,535458.81,Other Services
53131,NYPD 24 PCT,61175320.75,20391773.58,17333007.55,Government
53132,James Weldon Johnson Community Center,61175320.75,20391773.58,17333007.55,Government
53133,New York State Department of Motor Vehicles,1889854.62,629951.54,535458.81,Other Services
53134,Dept Motor Vehicles NY State,1889854.62,629951.54,535458.81,Other Services
53135,LSI,1889854.62,629951.54,535458.81,Other Services
53136,Washington Post Office,61175320.75,20391773.58,17333007.55,Government
53137,Little Falls Police Department,61175320.75,20391773.58,17333007.55,Government
53138,Atax,1889854.62,629951.54,535458.81,Other Services
53139,OnPoint NYC Washington Heights Drop-In Center,1889854.62,629951.54,535458.81,Other Services
53140,Woodland Park Post Office,61175320.75,20391773.58,17333007.55,Government
53141,Woodland Park Police Department,61175320.75,20391773.58,17333007.55,Government
53142,North Jersey Media Group,1889854.62,629951.54,535458.81,Other Services
53143,RE/MAX@HOME,3549362.14,1183120.71,1005652.61,Real Estate
53144,Parcel Place,61175320.75,20391773.58,17333007.55,Government
53145,G Tax,16545067.6,5515022.53,4687769.15,Finance/Insurance
53146,Butler Post Office,61175320.75,20391773.58,17333007.55,Government
53147,Suburban Trends,1889854.62,629951.54,535458.81,Other Services
53148,Bloomingdale Police Department,61175320.75,20391773.58,17333007.55,Government
53149,Tri-State Tax,1889854.62,629951.54,535458.81,Other Services
53150,Four Seasons Tax Services,1889854.62,629951.54,535458.81,Other Services
53151,Satellite Innovations,7489423.96,2496474.65,2122003.46,Professional/Technical
53152,PhysicalAddress.com,61175320.75,20391773.58,17333007.55,Government
53153,Catasauqua Police Dept,61175320.75,20391773.58,17333007.55,Government
53154,Manny Cantor Center,61175320.75,20391773.58,17333007.55,Government
53155,Stuytown Leasing Office,1889854.62,629951.54,535458.81,Other Services
53156,Apollo Tech,7489423.96,2496474.65,2122003.46,Professional/Technical
53157,Utek Elevator,7489423.96,2496474.65,2122003.46,Professional/Technical
53158,Princi Kitchen,7489423.96,2496474.65,2122003.46,Professional/Technical
53159,Sergi's Images,7489423.96,2496474.65,2122003.46,Professional/Technical
53160,Nu Tone Productions,7489423.96,2496474.65,2122003.46,Professional/Technical
53161,MossBoss NYC,7489423.96,2496474.65,2122003.46,Professional/Technical
53162,Express Transport and Cam Fuel,7489423.96,2496474.65,2122003.46,Professional/Technical
53163,Stillwell Team,7489423.96,2496474.65,2122003.46,Professional/Technical
53164,Urban Aborists,7489423.96,2496474.65,2122003.46,Professional/Technical
53165,S. Lee Biofabricate,7489423.96,2496474.65,2122003.46,Professional/Technical
53166,Industry Light & Grip,7489423.96,2496474.65,2122003.46,Professional/Technical
53167,Media Support Services,7489423.96,2496474.65,2122003.46,Professional/Technical
53168,Jofaz Transportation Group,7489423.96,2496474.65,2122003.46,Professional/Technical
53169,Checks & More,16545067.6,5515022.53,4687769.15,Finance/Insurance
53170,Javier Nieves,7489423.96,2496474.65,2122003.46,Professional/Technical
53171,Mid-City Brokerage Corp.,16545067.6,5515022.53,4687769.15,Finance/Insurance
53172,Brooklyn Financial Group,16545067.6,5515022.53,4687769.15,Finance/Insurance
53173,BNB Tax Preparation,1889854.62,629951.54,535458.81,Other Services
53174,NYPD Emergency Service Unit Squad 8,61175320.75,20391773.58,17333007.55,Government
53175,FDNY Engine 216/Ladder 108/Battalion 35,61175320.75,20391773.58,17333007.55,Government
53176,NYPD 90th Precinct,61175320.75,20391773.58,17333007.55,Government
53177,Air Company,7489423.96,2496474.65,2122003.46,Professional/Technical
53178,Torres & Associates,16545067.6,5515022.53,4687769.15,Finance/Insurance
53179,IBK Construction,7489423.96,2496474.65,2122003.46,Professional/Technical
53180,Select Real Estate,3549362.14,1183120.71,1005652.61,Real Estate
53181,Bad Monkey Props,7489423.96,2496474.65,2122003.46,Professional/Technical
53182,Forgione Realty,3549362.14,1183120.71,1005652.61,Real Estate
53183,Castoria Real Estate,3549362.14,1183120.71,1005652.61,Real Estate
53184,BrieHost,7489423.96,2496474.65,2122003.46,Professional/Technical
53185,Republic Capital,16545067.6,5515022.53,4687769.15,Finance/Insurance
53186,Bridge Realty,3549362.14,1183120.71,1005652.61,Real Estate
53187,New York Art Therapists,1889854.62,629951.54,535458.81,Other Services
53188,Citi Habitats,3549362.14,1183120.71,1005652.61,Real Estate
53189,Murawski Pharmacy,61175320.75,20391773.58,17333007.55,Government
53190,P & P Shipping,61175320.75,20391773.58,17333007.55,Government
53191,Roguski Land Surveying,1889854.62,629951.54,535458.81,Other Services
53192,Zam Zam Produce,7489423.96,2496474.65,2122003.46,Professional/Technical
53193,Orochena Law Office,7489423.96,2496474.65,2122003.46,Professional/Technical
53194,Celtic Park,1889854.62,629951.54,535458.81,Other Services
53195,Fast Mode,1889854.62,629951.54,535458.81,Other Services
53196,Sigma Brokerage,16545067.6,5515022.53,4687769.15,Finance/Insurance
53197,Triton's Mail Box,61175320.75,20391773.58,17333007.55,Government
53198,Philadelphia Ballet School,1889854.62,629951.54,535458.81,Other Services
53199,The Bouklis Group,3549362.14,1183120.71,1005652.61,Real Estate
53200,Realty 2000,3549362.14,1183120.71,1005652.61,Real Estate
53201,NYCHA,1889854.62,629951.54,535458.81,Other Services
53202,Community Capacity Development,61175320.75,20391773.58,17333007.55,Government
53203,Vanguard Malvern Campus,1889854.62,629951.54,535458.81,Other Services
53204,AIM International Properties,3549362.14,1183120.71,1005652.61,Real Estate
53205,Raymond Hose Company,61175320.75,20391773.58,17333007.55,Government
53206,Engine Company 3,61175320.75,20391773.58,17333007.55,Government
53207,Sloatsburg Fire Department,61175320.75,20391773.58,17333007.55,Government
53208,Sloatsburg USPS,61175320.75,20391773.58,17333007.55,Government
53209,Tuxedo,61175320.75,20391773.58,17333007.55,Government
53210,Sugar Loaf Post Office,61175320.75,20391773.58,17333007.55,Government
53211,Town of Warwick Police Station,61175320.75,20391773.58,17333007.55,Government
53212,Chester Police Department,61175320.75,20391773.58,17333007.55,Government
53213,Chester Fire Department,61175320.75,20391773.58,17333007.55,Government
53214,Florida Fire Departnment,61175320.75,20391773.58,17333007.55,Government
53215,Florida Post Office,61175320.75,20391773.58,17333007.55,Government
53216,The Salvation Army Corps Community Center,1889854.62,629951.54,535458.81,Other Services
53217,Online Marketing Group,1889854.62,629951.54,535458.81,Other Services
53218,"McLaughlin & Stern LLP - New York, NY",7489423.96,2496474.65,2122003.46,Professional/Technical
53219,MTA East New York Maintenance Shop,1889854.62,629951.54,535458.81,Other Services
53220,Gerrittsen Beach Fire Department,61175320.75,20391773.58,17333007.55,Government
53221,Joseph S. Reisman & Associates,16545067.6,5515022.53,4687769.15,Finance/Insurance
53222,INS Construction,1889854.62,629951.54,535458.81,Other Services
53223,Little Falls Municipal Bldg,61175320.75,20391773.58,17333007.55,Government
53224,Brooklyn United,7489423.96,2496474.65,2122003.46,Professional/Technical
53225,Atlantic City Post Office,61175320.75,20391773.58,17333007.55,Government
53226,Parsippany Police Department,61175320.75,20391773.58,17333007.55,Government
53227,"Pro Site Marketing, LLC",7489423.96,2496474.65,2122003.46,Professional/Technical
53228,Frontline Health,1889854.62,629951.54,535458.81,Other Services
53229,Stack Exchange NYC,7489423.96,2496474.65,2122003.46,Professional/Technical
53230,River Edge Fire Department,61175320.75,20391773.58,17333007.55,Government
53231,"LIFT-Philadelphia, West Office",1889854.62,629951.54,535458.81,Other Services
53232,"LIFT-Philadelphia, North Office",1889854.62,629951.54,535458.81,Other Services
53233,"Office Environments, Inc.",1889854.62,629951.54,535458.81,Other Services
53234,The Fontana Group,16545067.6,5515022.53,4687769.15,Finance/Insurance
53235,"Iroko Pharmaceuticals, LLC",7489423.96,2496474.65,2122003.46,Professional/Technical
53236,Mountain Lodge Fire Department,61175320.75,20391773.58,17333007.55,Government
53237,Merchantville Post Office,61175320.75,20391773.58,17333007.55,Government
53238,Cesar Pelli Architect,7489423.96,2496474.65,2122003.46,Professional/Technical
53239,Permanent Mission of Nigeria to the United Nations,1889854.62,629951.54,535458.81,Other Services
53240,Permanent Mission of Algeria to the United Nations,1889854.62,629951.54,535458.81,Other Services
53241,Permanent Mission of Angola to the United Nations,1889854.62,629951.54,535458.81,Other Services
53242,Permanent Mission of Antigua and Barbuda to the United Nations,1889854.62,629951.54,535458.81,Other Services
53243,Permanent Mission of Australia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53244,Permanent Mission of Bangladesh to the United Nations,1889854.62,629951.54,535458.81,Other Services
53245,Permanent Mission of Barbados to the United Nations,1889854.62,629951.54,535458.81,Other Services
53246,Permanent Mission of Belarus to the United Nations,1889854.62,629951.54,535458.81,Other Services
53247,Permanent Mission of Belgium to the United Nations,1889854.62,629951.54,535458.81,Other Services
53248,Permanent Mission of Bhutan to the United Nations,1889854.62,629951.54,535458.81,Other Services
53249,Permanent Mission of Bolivia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53250,The Permanent Mission of Botswana to the United Nations,1889854.62,629951.54,535458.81,Other Services
53251,Permanent Mission of Burkina Faso to the United Nations,1889854.62,629951.54,535458.81,Other Services
53252,Permanent Mission of Uganda to the United Nations,1889854.62,629951.54,535458.81,Other Services
53253,Permanent Mission of Libya to the United Nations,1889854.62,629951.54,535458.81,Other Services
53254,Permanent Mission of Chile to the United Nations,1889854.62,629951.54,535458.81,Other Services
53255,Permanent Mission of Colombia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53256,Permanent Mission of the Comoros to the United Nations,1889854.62,629951.54,535458.81,Other Services
53257,Permanent Mission of the Democratic Republic of the Congo to the United Nations,1889854.62,629951.54,535458.81,Other Services
53258,Permanent Mission of Croatia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53259,Permanent Mission of Côte d’Ivoire to the United Nations,1889854.62,629951.54,535458.81,Other Services
53260,Permanent Mission of Djibouti to the United Nations,1889854.62,629951.54,535458.81,Other Services
53261,Permanent Mission of the Dominican Republic to the United Nations,1889854.62,629951.54,535458.81,Other Services
53262,Permanent Mission of Ecuador to the United Nations,1889854.62,629951.54,535458.81,Other Services
53263,Permanent Mission of North Korea to the United Nations,1889854.62,629951.54,535458.81,Other Services
53264,Permanent Mission of Equatorial Guinea to the United Nations,1889854.62,629951.54,535458.81,Other Services
53265,Permanent Mission of Eritrea to the United Nations,1889854.62,629951.54,535458.81,Other Services
53266,Permanent Mission of Estonia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53267,Permanent Mission of the Ethiopia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53268,Permanent Mission of Fiji to the United Nations,1889854.62,629951.54,535458.81,Other Services
53269,Permanent Mission of Finland to the United Nations,1889854.62,629951.54,535458.81,Other Services
53270,Permanent Mission of France to the United Nations,1889854.62,629951.54,535458.81,Other Services
53271,Permanent Mission of The Gambia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53272,Permanent Mission of Georgia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53273,Permanent Mission of Ghana to the United Nations,1889854.62,629951.54,535458.81,Other Services
53274,Permanent Mission of Greece to the United Nations,1889854.62,629951.54,535458.81,Other Services
53275,Permanent Mission of Guinea-Bissau to the United Nations,1889854.62,629951.54,535458.81,Other Services
53276,Permanent Mission of Guyana to the United Nations,1889854.62,629951.54,535458.81,Other Services
53277,Permanent Mission of Haiti to the United Nations,1889854.62,629951.54,535458.81,Other Services
53278,Permanent Mission of Honduras to the United Nations,1889854.62,629951.54,535458.81,Other Services
53279,Permanent Mission of Iran to the United Nations,1889854.62,629951.54,535458.81,Other Services
53280,Permanent Mission of Ireland to the United Nations,1889854.62,629951.54,535458.81,Other Services
53281,Permanent Mission of Israel to the United Nations,1889854.62,629951.54,535458.81,Other Services
53282,Permanent Mission of Italy to the United Nations,1889854.62,629951.54,535458.81,Other Services
53283,Permanent Mission of Jamaica to the United Nations,1889854.62,629951.54,535458.81,Other Services
53284,Permanent Mission of Jordan to the United Nations,1889854.62,629951.54,535458.81,Other Services
53285,Permanent Mission of Kazakhstan to the United Nations,1889854.62,629951.54,535458.81,Other Services
53286,Permanent Mission of Kyrgyzstan to the United Nations,1889854.62,629951.54,535458.81,Other Services
53287,Permanent Mission of Lebanon to the United Nations,1889854.62,629951.54,535458.81,Other Services
53288,Permanent Mission of Liechtenstein to the United Nations,1889854.62,629951.54,535458.81,Other Services
53289,Permanent Mission of Madagascar to the United Nations,1889854.62,629951.54,535458.81,Other Services
53290,Permanent Mission of Malawi to the United Nations,1889854.62,629951.54,535458.81,Other Services
53291,Permanent Mission of Maldives to the United Nations,1889854.62,629951.54,535458.81,Other Services
53292,Permanent Mission of the Marshall Islands to the United Nations,1889854.62,629951.54,535458.81,Other Services
53293,Permanent Mission of Mauritius to the United Nations,1889854.62,629951.54,535458.81,Other Services
53294,Permanent Mission of Mexico to the United Nations,1889854.62,629951.54,535458.81,Other Services
53295,Permanent Mission of Micronesia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53296,Permanent Mission of Monaco to the United Nations,1889854.62,629951.54,535458.81,Other Services
53297,Permanent Mission of Montenegro to the United Nations,1889854.62,629951.54,535458.81,Other Services
53298,Permanent Mission of Morocco to the United Nations,1889854.62,629951.54,535458.81,Other Services
53299,Permanent Mission of Nepal to the United Nations,1889854.62,629951.54,535458.81,Other Services
53300,Permanent Mission of New Zealand to the United Nations,1889854.62,629951.54,535458.81,Other Services
53301,Permanent Mission of Nicaragua to the United Nations,1889854.62,629951.54,535458.81,Other Services
53302,The Netherlands Consulate General in New York,1889854.62,629951.54,535458.81,Other Services
53303,Permanent Mission of Oman to the United Nations,1889854.62,629951.54,535458.81,Other Services
53304,Permanent Mission of Paraguay to the United Nations,1889854.62,629951.54,535458.81,Other Services
53305,Permanent Mission of Peru to the United Nations,1889854.62,629951.54,535458.81,Other Services
53306,Permanent Mission of Portugal to the United Nations,1889854.62,629951.54,535458.81,Other Services
53307,Permanent Mission of Norway to the United Nations,1889854.62,629951.54,535458.81,Other Services
53308,Permanent Mission of the Philippines to the United Nations,1889854.62,629951.54,535458.81,Other Services
53309,Permanent Mission of Romania to the United Nations,1889854.62,629951.54,535458.81,Other Services
53310,Permanent Mission of Sao Tome and Principe to the United Nations,1889854.62,629951.54,535458.81,Other Services
53311,Permanent Mission of Saudi Arabia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53312,Permanent Mission of Somalia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53313,Permanent Mission of South Sudan to the United Nations,1889854.62,629951.54,535458.81,Other Services
53314,Permanent Mission of Spain to the United Nations,1889854.62,629951.54,535458.81,Other Services
53315,Permanent Mission of Sri Lanka to the United Nations,1889854.62,629951.54,535458.81,Other Services
53316,Permanent Mission of Sudan to the United Nations,1889854.62,629951.54,535458.81,Other Services
53317,Permanent Mission of Slovakia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53318,Permanent Mission of Slovenia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53319,Permanent Mission of Switzerland to the United Nations,1889854.62,629951.54,535458.81,Other Services
53320,Permanent Mission of Syria to the United Nations,1889854.62,629951.54,535458.81,Other Services
53321,Permanent Mission of Tajikistan to the United Nations,1889854.62,629951.54,535458.81,Other Services
53322,Permanent Mission of North Macedonia to the United Nations,1889854.62,629951.54,535458.81,Other Services
53323,Permanent Mission of Tanzania to the United Nations,1889854.62,629951.54,535458.81,Other Services
53324,Permanent Mission of Trinidad and Tobago to the United Nations,1889854.62,629951.54,535458.81,Other Services
53325,Permanent Mission of Turkey to the United Nations,1889854.62,629951.54,535458.81,Other Services
53326,Permanent Mission of Turkmenistan to the United Nations,1889854.62,629951.54,535458.81,Other Services
53327,Permanent Mission of the United Kingdom to the United Nations,1889854.62,629951.54,535458.81,Other Services
53328,Permanent Mission of Vietnam to the United Nations,1889854.62,629951.54,535458.81,Other Services
53329,Stanton Post Office,61175320.75,20391773.58,17333007.55,Government
53330,Berkeley Heights Fire Department,61175320.75,20391773.58,17333007.55,Government
53331,Pfizer,7489423.96,2496474.65,2122003.46,Professional/Technical
53332,NY/NJ Baykeeper,4787846.99,1595949.0,1356556.65,Retail
53333,Keyport Police Department,61175320.75,20391773.58,17333007.55,Government
53334,"Henry S. Rinkewich, CPA",16545067.6,5515022.53,4687769.15,Finance/Insurance
53335,Turk Collections,1889854.62,629951.54,535458.81,Other Services
53336,USPS Pine Island,61175320.75,20391773.58,17333007.55,Government
53337,Bident Services,16545067.6,5515022.53,4687769.15,Finance/Insurance
53338,Poljan Properties,3549362.14,1183120.71,1005652.61,Real Estate
53339,Douglas Elliman,3549362.14,1183120.71,1005652.61,Real Estate
53340,West Orange Police,61175320.75,20391773.58,17333007.55,Government
53341,City of Orange Township Fire House,61175320.75,20391773.58,17333007.55,Government
53342,Crossroads Corporate Center,7489423.96,2496474.65,2122003.46,Professional/Technical
53343,Central Bucks Regional Police,61175320.75,20391773.58,17333007.55,Government
53344,Mount Arlington Post Office,61175320.75,20391773.58,17333007.55,Government
53345,Guardian Adjustment Group,16545067.6,5515022.53,4687769.15,Finance/Insurance
53346,Jefferson Twp,61175320.75,20391773.58,17333007.55,Government
53347,WeWork,1889854.62,629951.54,535458.81,Other Services
53348,American Express,7489423.96,2496474.65,2122003.46,Professional/Technical
53349,Cultural Services of the French Embassy,1889854.62,629951.54,535458.81,Other Services
53350,Oakland Post Office,61175320.75,20391773.58,17333007.55,Government
53351,Gateway City Church Office,1889854.62,629951.54,535458.81,Other Services
53352,Franconia Township Building,61175320.75,20391773.58,17333007.55,Government
53353,Franconia Township Police Station,61175320.75,20391773.58,17333007.55,Government
53354,Vigo Centrum Obslugi Klienta,1889854.62,629951.54,535458.81,Other Services
53355,The Law Office of Anthony Sharnov,7489423.96,2496474.65,2122003.46,Professional/Technical
53356,Franciscan Community Center,61175320.75,20391773.58,17333007.55,Government
53357,West Caldwell Civic Center,61175320.75,20391773.58,17333007.55,Government
53358,"Amec Foster Wheeler Environment & Infrastructure, Inc.",7489423.96,2496474.65,2122003.46,Professional/Technical
53359,NICE Actimize,7489423.96,2496474.65,2122003.46,Professional/Technical
53360,Avalon Station,61175320.75,20391773.58,17333007.55,Government
53361,Yext,7489423.96,2496474.65,2122003.46,Professional/Technical
53362,PHH,1889854.62,629951.54,535458.81,Other Services
53363,Monroe County Municipal Waste Management Authority,1889854.62,629951.54,535458.81,Other Services
53364,Cammarota Real Estate,3549362.14,1183120.71,1005652.61,Real Estate
53365,Southeastern Volunteer Fire Co. Station #62,61175320.75,20391773.58,17333007.55,Government
53366,Kenilworth Senior Center,61175320.75,20391773.58,17333007.55,Government
53367,Law Office of Pollack and Zuckerman,7489423.96,2496474.65,2122003.46,Professional/Technical
53368,National Home Improvements,1889854.62,629951.54,535458.81,Other Services
53369,Lounge Lizard,7489423.96,2496474.65,2122003.46,Professional/Technical
53370,RiteCheck,16545067.6,5515022.53,4687769.15,Finance/Insurance
53371,Real Estate,3549362.14,1183120.71,1005652.61,Real Estate
53372,James Varick Community Center,61175320.75,20391773.58,17333007.55,Government
53373,Lt. Joseph P. Kennedy Center,61175320.75,20391773.58,17333007.55,Government
53374,Bethlehem Township Police,61175320.75,20391773.58,17333007.55,Government
53375,Bethlehem Township Municipal Building,61175320.75,20391773.58,17333007.55,Government
53376,APC DUMBO,61175320.75,20391773.58,17333007.55,Government
53377,Mission 50 Workspaces,1889854.62,629951.54,535458.81,Other Services
53378,Engine No. 15,61175320.75,20391773.58,17333007.55,Government
53379,La Casa de Don Pedro,1889854.62,629951.54,535458.81,Other Services
53380,Yorkville Finance Station Post Office,61175320.75,20391773.58,17333007.55,Government
53381,Lincoln Engine Company,61175320.75,20391773.58,17333007.55,Government
53382,German Consulate General New York,1889854.62,629951.54,535458.81,Other Services
53383,Seaside Heights Police Department,61175320.75,20391773.58,17333007.55,Government
53384,Epam,7489423.96,2496474.65,2122003.46,Professional/Technical
53385,RJS Pest Management,7489423.96,2496474.65,2122003.46,Professional/Technical
53386,R&G Brenner Income Tax,16545067.6,5515022.53,4687769.15,Finance/Insurance
53387,Joint Municipal Court,61175320.75,20391773.58,17333007.55,Government
53388,Powell-Peters Real Estate,3549362.14,1183120.71,1005652.61,Real Estate
53389,M&C Insurance,16545067.6,5515022.53,4687769.15,Finance/Insurance
53390,Bartra Tax Professional Services,1889854.62,629951.54,535458.81,Other Services
53391,Dalal Insurance,16545067.6,5515022.53,4687769.15,Finance/Insurance
53392,W. Fuller Professional Services,1889854.62,629951.54,535458.81,Other Services
53393,Instant Tax Service,1889854.62,629951.54,535458.81,Other Services
