id,name,avg_revenue,avg_bills
14362,Johnson's Corner Farm,1005579.99,931997.39
14363,Middlesex County Board of Social Services,214506.44,149898.96
14364,Gleason Funeral Home,3684466.9,3152439.29
14365,Branchburg Municipal Building,3405888.93,2856046.72
14366,Branchburg Funeral Home,282664.42,224630.72
14367,Lopatcong Elementary School,2886029.33,2047037.71
14368,DCH Paramus Honda,2470379.51,1819034.81
14369,Ottomanelli's Sporting Arms,3104678.46,2146185.48
14370,Somerdale Automotive Repair,1092458.57,933892.2
14371,Warwick Wine & Spirits,952429.01,606465.88
14372,Webb's Barber Shop,3358251.81,2715580.8
14373,Village Bakery,528258.73,381049.36
14374,Hodi's Auto Services,3007463.63,2707099.67
14375,Washington Car Care Center,1126915.39,930802.17
14376,Vicky's Discount Liquors,2444690.01,1701316.54
14377,Top Notch Barber Shop,900897.85,720635.32
14378,New Jersey Motor Vehicle Commission - Randolph,3090930.89,2772901.22
14379,Hudson County Schools of Technology,1560391.19,1082912.73
14380,Gloucester City Discount Liquor,192281.84,127830.99
14381,Gloucester City Municipal Building,3862883.05,2997935.27
14382,Korner Store,3513177.79,2221331.08
14383,Duffy’s Liquor Stop,3290704.26,2894841.09
14384,Asbury Park Cyclery,3450616.43,2408067.06
14385,Oriental Rug Masterpieces,1515590.51,1251834.72
14386,TRM Automotive,3877225.17,3101874.31
14387,Bay Head Borough Hall,389367.53,358252.92
14388,Circus Wines,3343848.9,2989327.05
14389,Grease Monkey,4137556.35,2960577.5
14390,Fountain 9 Mall,1970741.88,1500084.47
14391,Stony Lane Elementary School,1242967.86,924459.0
14392,Norman A. Bleshman Regional Day School,1491558.81,901642.33
14393,Costantino Funeral Home,611206.23,529574.1
14394,Zale Funeral Home,4654836.52,2823407.69
14395,Gabriel Realty,3733639.94,2758838.94
14396,No Limit Auto Body Paramus,2637235.28,2319115.22
14397,Kale's Nursery and Landscape Service,1459678.38,1195438.09
14398,Carl's Auto Parts,2929828.99,2456637.94
14399,Enlightenment Ink,2986391.87,2770984.7
14400,Lukoil,2671222.03,2427642.89
14401,PVH Corp,4435143.48,3250122.06
14402,Bayside Title Agency,759101.22,641255.08
14403,Heritage Middle School,1776603.78,1240707.86
14404,Hunterdon Central High School,1896413.92,1541967.1
14405,Alexandria Township Municipal Building,2569335.3,1838228.41
14406,G Harold Antrim Elementary School,160642.54,147514.74
14407,Milford Elementary School,904207.25,693334.93
14408,Union County Administrative Building,149661.36,137700.62
14409,Union County Courthouse,888927.51,582576.48
14410,Phillipsburg High School,2404833.09,1863508.57
14411,The London Hair Salon,2815414.88,2084806.98
14412,Flemington Shell Food Mart,2369229.18,1845025.08
14413,Bart Dickinson Marine Services,4875664.62,4120518.82
14414,English Creek Supply,4702103.46,4298931.48
14415,BCI Truck Sales/Service,4474402.85,4120926.78
14416,Tomar's Discount Liquors,273059.6,175909.17
14417,Deltona Discount Tires,3772445.25,3081508.73
14418,Hometown Hardware,2342417.66,1843969.63
14419,Closter Boro Hall,4851563.98,3287281.88
14420,Hillsdale Municipal Building,3687233.47,2614910.35
14421,Francis A Desmares Elementary School,1222316.85,1012112.42
14422,Academy of the Holy Angels,3382207.24,2919035.67
14423,Bergen County Technical Schols-Teterboro,224846.17,178720.04
14424,Frenchtown Borough Annex,4773415.51,3887638.3
14425,Gorilla Vapes of Egg Harbor,1596132.53,1341362.02
14426,Mountain Way Elementary School,207125.1,171727.75
14427,East Amwell Municipal Building,2948722.46,2437585.6
14428,Shaffenoth Jersey Fresh Fruit Stand,4019547.89,3671041.27
14429,Hunterdon Storage Ringoes,4020654.07,2980522.13
14430,Delaware Township Elementary School,362546.8,339143.04
14431,Spencer Gifts Corperate Office,212003.28,148253.43
14432,West New York Middle School,1331332.02,1044112.09
14433,Atlantic City Public Works Department,4417749.43,3056703.59
14434,C and M Produce Market,3643112.91,2858208.1
14435,Oak Street Elementary School,1003434.73,642840.49
14436,Lakehurst Elementary School,2907506.9,2509533.36
14437,High Profile of Lakehurst Dispensary,3543657.12,2441546.88
14438,Unique Automotive,124261.97,83962.05
14439,Boom Supermarkets,705977.9,510985.55
14440,Bernards Township townhall,3284824.95,2558320.63
14441,Suburban Propane,3057380.72,2571850.66
14442,Hillsborough High School,3085097.31,2143927.72
14443,Nelson Mini Market,2431459.08,1661163.1
14444,Spina Records,2212261.65,1834728.93
14445,"Christopher A. Brown, Attorneys at Law",931033.97,606601.15
14446,Golden Merchandise Inc,101295.0,82736.29
14447,Mexicargo,4513537.82,3563219.39
14448,"Levine Staller Sklar Chan & Brown, P.A.",365068.13,241607.68
14449,Fairmount Liquor Store,1493254.41,1086223.94
14450,Queen of Heaven Regional School,1677039.14,1231104.34
14451,Travell Elementary School,2700246.36,2036913.24
14452,Flying Feather Farm,1211745.73,1149619.3
14453,Hometown Market,561299.49,404160.05
14454,Red Hot Ice Cream,350047.89,276489.89
14455,24 Hours Convenience Store,3694729.17,3358626.7
14456,D Formica Cleaners,2697982.25,2111727.31
14457,Pete's Convenience Store,623990.02,479914.08
14458,Starkman Distributors,4408722.7,3670849.61
14459,Tha Afty,459379.82,291122.97
14460,Egg Harbor Township Municipal Building,3606788.33,2466716.44
14461,Joseph T. Donahue Elementary School,4918351.55,3843580.76
14462,Shaheen Grocery,4539225.76,2990094.49
14463,Janis E Dismus Middle School,1752052.87,1307413.1
14464,Dwight Morrow High School,2159222.33,1924798.36
14465,Patrick M Villano Elementary School,2840607.12,2269365.84
14466,Eric S. Smith Middle School,2632960.75,2201609.8
14467,Just Cutt-N-Up,424823.48,343497.46
14468,Ginger Inc.,408212.23,266016.38
14469,Pleasantville City Hall,1459151.74,985609.36
14470,Cycles of Life,3229427.26,2074665.22
14471,St. Monica's Rectory,2938882.83,1773768.23
14472,Midland Park High School,3896086.13,2742732.91
14473,Grant Elementary,1566424.45,1263607.0
14474,Westwood Regional Jr./Sr. High School,473203.77,328081.56
14475,Catherine E Doyle Elementary School,3794161.07,3190352.32
14476,Northvale Public School,2522227.04,2048764.15
14477,Kramer Beverage,2355992.71,1973481.95
14478,Jessie F. George Elementary School,2759354.12,2395763.69
14479,Lewis F Cole Middle School,3138718.5,2397256.24
14480,Mendham Township Middle School,979460.12,734204.83
14481,Diamond Hut Jewlers,2512615.86,1675227.57
14482,Steps New York,726179.57,438857.88
14483,Deo Eyeglasses,2234467.74,2046738.37
14484,A Dollar Store,3378731.62,2617028.69
14485,Champs,1870193.27,1185705.37
14486,Justin's Mensware,1651467.85,1454249.45
14487,Kickclusive,698312.66,581433.35
14488,Atmosphere Shoes,4800475.98,3302703.37
14489,V&C Image Salon,4407689.98,3712570.33
14490,Swizzle Stick Liquors,860065.48,546720.99
14491,Milton H Allen Elementary School,2469335.24,2165886.47
14492,Brick Town Hall,236027.29,191004.17
14493,Mavis Disount Tire,3794712.9,2920908.08
14494,Princeton Municipal Building - Witherspoon Hall,1909367.53,1542115.81
14495,Miller Ford Lincoln,2099421.24,1490276.76
14496,Miller Subaru,1004097.16,877303.53
14497,Highway Tire & Auto Service,852013.88,541450.33
14498,Salon Muse,3679230.7,2815396.25
14499,Mt Holly Bicycles,3138585.85,2190172.88
14500,Ocean Tents & Party Rentals,3401597.65,3107448.26
14501,Saddle Brook Middle/High School,94597.0,74729.12
14502,Helen I. Smith Elementary School,3618602.21,3118576.13
14503,Long Memorial Elementary School,1466690.47,1171932.9
14504,James Madison School #10,4825102.84,4082290.65
14505,Flemington Borough Hall,4812101.46,3886212.53
14506,Mart's Liquor Store,4280671.25,3410388.18
14507,Westampton Liquors,4996115.49,4332398.13
14508,Burlington County Human Services Facility,61838.06,39339.53
14509,Levine Law,1824064.65,1115945.52
14510,Friendly Tire & Auto Center,4165398.2,3218932.58
14511,Cameo Fabric Care Center,316073.27,200567.0
14512,Fair Lawn Municipal Building,4321891.28,2849533.19
14513,MINI of Edison,1234752.01,952227.36
14514,Stop & Go,2553573.55,1649046.48
14515,Napoleon's Cremepuffery,4621036.34,4087458.78
14516,CarShop,935284.58,800058.66
14517,U-haul Moving & Storage,2844277.93,2468562.05
14518,Newton Town Municipal Building,2109298.3,1270055.69
14519,Virani Jewelers,4628053.78,3486635.26
14520,CP Jewelers,2684447.9,2527446.4
14521,Pintoo Jewelers,3050374.86,2649063.29
14522,Saree Bazaar,2991233.16,1859630.28
14523,Quality Sweets,2902080.77,2141213.53
14524,Shahnawaz,4058064.86,3227141.79
14525,Asian Grocery,3143271.03,2640471.66
14526,Gold Palace Jewelers,1040540.1,873663.7
14527,Orellanas Tires Shop INC,907924.93,676392.73
14528,the freshmen building,305288.22,285322.0
14529,Prime Liquors,4330467.06,3075506.05
14530,Payless Liquor & Deli,464809.97,434692.09
14531,More Than Perfect,1902730.71,1657913.8
14532,University Wines & Spirits,887106.64,572742.74
14533,Jackson Avenue Elementary School,690988.42,577186.3
14534,Faithful Motor Works,4261649.32,3945210.18
14535,Leonia Stationery,3132817.03,2051324.63
14536,Leonia Borough Hall,1505697.49,928193.63
14537,Leonia Board of Education,4619341.16,4147861.26
14538,Central Auto Tech,2888249.95,2343024.79
14539,Princeton Friends School,3660491.64,3194134.9
14540,The Lewis School of Princeton,4862612.41,4246787.6
14541,Frames of Mine,3478137.55,2814979.69
14542,"Park & Caporrino, LLP",1899488.96,1595843.33
14543,Gulf Express,920007.76,554183.64
14544,Windsor Woods Apartment Leasing Office,1557535.95,1242472.16
14545,North Hudson Academy,1775134.79,1129428.22
14546,Walter Faust LLC,1857443.28,1753019.33
14547,Lavi Nails,1904234.68,1528983.25
14548,American Eagle,2994145.43,1802964.28
14549,Maywood Avenue School,4143877.35,2795137.76
14550,Quick Chek,869467.4,673198.11
14551,The Bearded Dragon Games,4131930.3,3482856.78
14552,Moda Sportswear,1811684.46,1479345.34
14553,Lexus of Cherry Hill,706038.9,506125.94
14554,Mill Street Tire,3657073.95,2891331.49
14555,Saint Rose Grammar School,478851.65,294516.14
14556,Saint Rose High School,3031976.28,1938915.88
14557,BMW of Mount Laurel,1474775.38,893241.43
14558,Palisades Park Municipal Complex,2892233.22,1990994.48
14559,Atlantic County Historical Society,463167.92,306534.21
14560,Pink House Boutique,2024594.0,1528232.39
14561,Hall of Fades,340010.1,310274.28
14562,Somerdale Municipal Building,167124.29,143671.11
14563,East Hanover Township Hall,3303333.73,2548765.84
14564,Sixteenth Avenue Elementary School,314384.51,199422.54
14565,Bellmawr Municipal Building,4380205.83,4149597.75
14566,McGuire Chevrolet,1378800.09,872445.1
14567,Elmwood Park Municipal Building,2195479.88,1605432.21
14568,Lebanon Borough Elementary School,2346740.5,2125251.23
14569,Monmouth County Clerk's Office,3341614.63,2174348.33
14570,Cameron's Scotish Market,3130162.85,2863770.74
14571,Holmdel Township Town Hall,4251071.0,3295424.43
14572,Ravine Drive Elementary School,1115217.02,669361.64
14573,Bedminster Town Hall,4913442.43,4441902.37
14574,Julia A. Traphagen Elementary School,1226260.25,858816.04
14575,Wandell Elementary School,645745.9,426222.43
14576,Bergenline Supermarket,1582654.47,1343968.71
14577,Saint Luke's School,3936570.19,2676329.62
14578,Liquorland,3414368.51,2351392.01
14579,Waldwick Auto Service Center,2340072.0,1863407.84
14580,Bienvenido's Deli,1411462.09,1199804.99
14581,El Rodeo Store,859582.13,569025.0
14582,Mobile Mower Repair LLC,2220784.67,1402466.1
14583,Amster & Rosensweig Attorneys at Law,3644812.86,2281849.56
14584,The Village School For Children,4050341.28,2678812.92
14585,The Forum School,3522525.99,3328795.38
14586,Rocket Building Supply Inc,920790.35,568489.16
14587,Liberty Subaru,4361018.25,3211171.68
14588,Utopia Deli,934125.48,591440.44
14589,Kirbys Mill Elementary School,4086973.16,2818996.22
14590,Hair Town Barber Shop,114635.59,70575.27
14591,Waldwick Seventh-Day Adventist School,4310733.13,3190294.76
14592,Brooklawn Middle School,2820231.22,1796722.98
14593,Lake Parsippany Elementary School,3735956.11,3434190.75
14594,The Lake Parsippany General Store,1795794.97,1153783.9
14595,D & R Canal State Park Office,1504297.61,1331684.32
14596,Wall Street Journal,1737068.01,1460271.55
14597,Dow Jones,426105.52,268819.34
14598,Eastern Christian Preschool and Elementary School,208473.35,132449.06
14599,ADESA New Jersey,2258768.74,1462710.17
14600,Florence Township Memorial High School,2909687.36,2446982.11
14601,Santori's Produce Outlet,2109146.88,1649125.21
14602,AC Leef,2138520.72,1882895.0
14603,Daja,3764605.34,3543034.4
14604,Flavor,4044709.13,3789489.38
14605,Body Graochis,111620.22,105322.68
14606,Sal's Family Deli & Grill,1695078.28,1598949.56
14607,Cub Liquor,2814613.03,2036617.38
14608,Toa Reinsurance,3563627.88,3370883.51
14609,Crum & Forster,2356458.39,1543196.35
14610,Big City Store LLC,1952590.04,1325839.0
14611,Lawrenceville School,847502.74,733715.54
14612,New Jersey Realtors,2336914.28,1697559.48
14613,Frankels Boots,634050.71,573773.35
14614,Dryer's,2085816.45,1615414.03
14615,Bloomingdale Avenue Elementary School,484753.55,410624.55
14616,Mui Mui Nail Spa,302646.11,239132.57
14617,Eden Auto Repair,2350342.54,1860483.92
14618,Shell Select,1224991.58,1085071.26
14619,ExxonMobil Research,3823672.93,2314390.56
14620,Ivy League Cleaners & Tailor,2028468.32,1364593.23
14621,Stripes,4279131.69,3171906.27
14622,Community School,4775535.49,3518472.0
14623,Valvoline Instant Oil Change,4230928.54,3948994.96
14624,Hackensack Meridian Health,4410209.33,4101729.43
14625,Windsor Bergen Academy,2097920.5,1549237.15
14626,Ridgewood Vehicle Company Inc,297064.43,194394.21
14627,Delta,3889429.0,3319755.88
14628,Orchard Elementary School,2355388.39,1815692.37
14629,Hawes Elementary School,3008271.75,2234184.81
14630,Willard Elementary School,401399.82,286558.8
14631,Alexander Hamilton Elementary School,1684094.57,1247648.81
14632,Ripicon,2225502.7,2016609.82
14633,Hampton Behavioral Health Center,1131186.75,838143.81
14634,Dana Oil,2031353.05,1543062.56
14635,Park Avenue Collision | Auto Painting,4196226.13,2697158.25
14636,Park Avenue Auto Body,1376226.77,1058180.33
14637,Sisto Realty,438463.73,408871.35
14638,Empty Shop,4452438.74,3795299.06
14639,Saver's Club Liquor Locker,1883171.93,1622498.88
14640,Passaic City Hall,2819544.34,1966895.66
14641,Riverdale Self Storage,2809369.08,1968212.92
14642,Brookside Middle School,4233816.68,3024375.95
14643,Mercedes-Benz of Atlantic City,2203229.21,2055125.81
14644,Thomas Jefferson school,3783985.22,2687855.73
14645,Beach Haven Beach Patrol HQ,4062612.83,3537858.24
14646,"National Weather Service - Philadelphia/Mount Holly, NJ",3811641.78,2958155.11
14647,Murphy's Marketplace,4295768.7,2596689.79
14648,How To Live,4254859.48,3999368.18
14649,Beach Haven Elementary School,1811572.23,1408859.59
14650,yuleTIDE,3570998.08,2790166.09
14651,The Treasure Hut Henna Tattoos,280058.89,192398.78
14652,LBI Book Swap,754048.21,530289.76
14653,Hedgepeth-Williams Elementary School,4573164.96,3936769.04
14654,Paketeria Food Market,3533490.18,2271447.63
14655,Trenton Auto Enterprise,1626118.48,1359078.43
14656,"Red, White & Blue Thrift Shop",1699625.96,1022318.21
14657,Municipal Boat Ramp Office,1599840.88,1222298.54
14658,Island Gypsy,805891.84,751391.88
14659,How to Live Bayside,2425886.46,1959161.58
14660,Sweet Haven Candy Shop,2449719.56,1594242.29
14661,Bleu Salon and Spa,327258.04,241702.9
14662,Sea La Vie,191984.45,117754.0
14663,"Diane Turton, Realtors (Beach Haven)",58313.04,43972.24
14664,Borough of Beach Haven,1572310.88,1125549.47
14665,South End Surf 'N Paddle,1866699.07,1510252.2
14666,Rommel's Wine & Spirits,846268.03,580650.72
14667,Lavish Salon,747758.56,599895.67
14668,AJ's Rentals,656761.99,586483.15
14669,Pearl Street Market,937853.42,691975.54
14670,Hampton Elementary School,2079588.24,1755218.92
14671,Woodglen Elementary School,857083.18,644278.18
14672,Dewitt D Barlow Elementary School,2590150.78,2111674.59
14673,Frederic W Cook Elementary School,1119625.13,677775.95
14674,Turnersville AutoMall,3462719.41,3213171.63
14675,Rick Allen's Auto Repair,1610201.3,1158097.05
14676,Pardo Fleet Solutions and Pioneer Truck Sales,4240434.97,3436001.23
14677,xpressmart,1469005.39,945174.25
14678,Columbo Liquors,3072887.48,2067692.45
14679,Califon Borough Elementary School,3692155.36,3229269.22
14680,Meadowbrook Dry Cleaners,4743862.38,3424839.3
14681,"Spa, Hearth & Home",1421254.36,880746.49
14682,Farias Surf and Sport - Beach Haven,3660319.68,2831864.06
14683,B&B Beach Haven,4757966.72,4352834.58
14684,Farias on Centre,4554006.42,2766415.44
14685,Abbey Stationers,3075075.28,2275330.18
14686,Coast Guard Exchange,814920.39,740511.2
14687,The Red Oaks School,1810789.81,1170578.14
14688,Ray & Dana's Inman Auto,1251383.02,962761.86
14689,NicoStilo Barbershop,2718526.25,1887474.25
14690,Creative Hair Design,449854.07,315887.59
14691,Westfield Friends School,225176.87,155020.03
14692,Manasquan Beach Office,789883.93,621293.11
14693,The Abbey,1034456.6,637009.63
14694,Auto Exotica Inc,1403918.68,987519.68
14695,WuXi Biologics,4785494.01,3361215.33
14696,Fractured Prune,2410326.99,1731896.46
14697,Fertig Funeral Home,280538.51,251527.36
14698,Court Liquors,2110140.92,1509059.38
14699,Richard's Deli,2986643.84,1974629.32
14700,Skip's Sports,308069.02,197898.04
14701,Wash Land Laundromat,4295406.69,3614478.62
14702,Back on the Racks #140,1332539.26,1023879.27
14703,Brazilian Market,491553.3,399436.96
14704,Back on the Racks #144,2311027.76,1464799.04
14705,Back on the Racks #148,232409.97,188454.46
14706,Bay Village Kiosk,2522297.06,1795373.51
14707,The Seeing Eye,1251396.02,1148867.73
14708,"SERVPRO of Hamilton, South Trenton",4654002.03,3471408.54
14709,Long Branch High School,2026171.07,1604101.77
14710,Long Branch Middle School,850312.62,664882.79
14711,Carmen's Foreign Car Repair,3775435.21,2643150.73
14712,Anew Vision Realty LLC,3745709.01,2256037.87
14713,1800 Flowers,4435841.66,3316630.44
14714,Paul W. Carleton Elementary School,248740.18,219834.17
14715,Penns Grove Middle School,4160081.55,3025747.61
14716,Pitman Middle School,1729582.16,1642647.31
14717,Pitman High School,1427143.56,1262114.34
14718,West Deptford Middle School,2050352.86,1933224.26
14719,Sergeantsville General Store,4615652.02,3529216.28
14720,Mary S Shoemaker Elementary School,2417134.05,2169241.9
14721,UCEDC,1969705.46,1667934.2
14722,Accurate Auto,3521792.77,2885928.28
14723,Foreign Car Repairs,1816640.72,1626110.12
14724,Cranford Service,4236945.72,3545030.98
14725,Centennial Service Center,2941832.74,2761426.6
14726,Fanwood Tire & Auto,2879329.97,2515998.03
14727,Just Subs,2766518.94,1986038.9
14728,Roselle Borough Hall,4664068.59,3855855.64
14729,PC Richardsons,417038.37,287701.75
14730,Henry B. Milnes Elementary School,3489942.04,3116384.78
14731,The Grove At Shrewsbury 1,4403077.17,3868949.56
14732,The Grove At Shrewsbury 2,3766075.35,3350930.66
14733,NY Bagel & Deli,861301.52,801081.9
14734,Calandra's Italian Village,4794179.83,3749134.59
14735,Penske Used Truck,1141121.03,924622.71
14736,South Brunswick High School,4509588.88,3199336.09
14737,Blitz's 21st St Market,818693.54,775719.82
14738,York Fence,1323261.01,1054083.16
14739,Memorial Sloan Kettering Bergan County,3805513.14,2608630.7
14740,Sweet Rae's Cookies,1912822.64,1593969.84
14741,D J Duffy,3328533.14,2562260.95
14742,Jersey Shore Collision,1635115.85,1351111.83
14743,Volvo Cars Manasquan,2629458.46,1724028.89
14744,Volvo Car Repair Service,3495113.46,3200716.26
14745,Tiles to Sea,1209824.3,1059826.25
14746,Mr. Paul's Custom Cabinets,496688.44,389988.93
14747,"Aqua Land Pools, Inc",395189.26,274325.07
14748,Wall Trading Exchange,2384561.4,1565263.77
14749,Tires Tires,2117593.96,1641785.81
14750,Simonas Bakery,712957.31,664281.09
14751,T&T Coast Buick GMC,887314.55,583660.21
14752,MarineMax Brick,1267837.47,975295.32
14753,Coast Honda,4719382.6,3671306.17
14754,Furniture Warehouse,3891262.28,3079575.32
14755,Red Penguin,3980402.66,2562260.51
14756,Hobbie & DeCarlo Attorneys,1505384.22,1175594.12
14757,The Big Button Consignment,2738644.65,2376841.41
14758,Associated Brakes & Mufflers,2333635.17,1973372.49
14759,Tri County Agency of Brick Inc.,4375165.01,3505211.34
14760,Dennis Cassidy - Prudential Financial,2523433.92,1598568.04
14761,Specialty Automotive,3420700.59,2862541.35
14762,All American Ford in Point Pleasant,715147.53,667595.07
14763,Point Pleasant Collision,2569132.54,1762631.91
14764,M&M Auto Services,3015745.85,2024782.03
14765,Natures Reward Farm Market,1355039.17,902493.47
14766,Baron's Bagels,3496337.25,2477159.24
14767,Smalley's Automotive,1933641.84,1514586.85
14768,CocoLuxe Fine Pastries,2156637.09,1745329.45
14769,Fort Monmouth Economic Revitalization Authority,990192.74,744504.16
14770,Family Promise of Monmouth County,4186307.48,3393007.63
14771,Monmouth Health Foods,714466.6,460719.69
14772,Manasquan Borough Hall,4459502.8,2951009.25
14773,South Street Salon,4659572.04,3217476.39
14774,W F Sherman & Son,4872948.78,4244060.94
14775,Xtreme Custom,2427884.93,1597795.71
14776,A Plus Express,1316172.14,928006.27
14777,Belle Mead Co-op,879055.06,728483.92
14778,Delanco Department of Motor Vehicles,2420574.52,1650353.62
14779,Hillsborough Funeral Home,852719.32,515531.64
14780,Salon Elan,855102.83,660076.13
14781,Stockton Food Store,4159218.91,2706136.76
14782,Bridgewater Overhead Doors,1165697.89,1003444.72
14783,Hazel Boutique,1107160.45,829596.8
14784,Honda of Princeton,2618770.19,1996180.92
14785,Fanwood Borough Hall,3487056.29,2620307.93
14786,Janie & Jack,3460656.78,2641070.46
14787,Somerset County Business Partnership,4062516.77,3643255.07
14788,Holly Glen Elementary School,1866671.66,1562435.05
14789,Snack & Go,2064893.56,1542308.18
14790,Oak Knoll Elementary School,719516.37,642292.49
14791,Wholesale Outlet,4881166.89,3484933.57
14792,Somerset County Democratic Headquarters,4825019.57,4004306.89
14793,Bingham Elementary School,1978395.58,1593717.55
14794,Verona High School,310049.01,228613.55
14795,Robert J. Boyler Elementary School,1333610.22,844648.79
14796,Crescent Elementary School,2847135.33,1879159.88
14797,Land Rover,139633.27,103439.75
14798,Woodbridge Auto Tech,4441583.35,2707165.94
14799,New Jersey State P.B.A.,3813526.63,3139596.97
14800,Murphy's Fresh Markets,196053.71,173094.55
14801,Golda Och Academy,2228035.17,1888637.81
14802,Epic Cookies,1579135.03,1473842.25
14803,Roosevelt Middle School,1235479.83,902547.85
14804,Gregory Elementary School,3611051.34,2865516.59
14805,Hunter Truck Pennsville,913162.72,669594.05
14806,Bayshore Ford,2885342.79,2136530.35
14807,Broadway Laundromat,2187319.44,1557134.52
14808,Pennsville School Distrcit,99671.05,63741.48
14809,Brian Cowan's Auto Center,2694738.77,2205879.14
14810,Pennsvile Tire & Auto,202504.53,148413.22
14811,Open Road Auto Sales,2640497.19,1982748.7
14812,Curriden Auto Sales,4605352.6,3247476.26
14813,Pennsville Township Municipal Building,278525.0,239578.77
14814,Pennsville Community Hardware,2713912.16,1819355.47
14815,Fornaro's Wine and Spirits,774469.56,685606.67
14816,Elevated Remodeling,2377507.4,1779497.02
14817,STS Tire,3295593.75,2575692.15
14818,D & R Boat World,1431011.5,915322.86
14819,Garage 22,2844167.77,2241545.25
14820,Almost Below Cost,2398723.08,2183075.08
14821,NJ Cash For Cars,3165082.41,2538524.01
14822,Regus,3234578.57,3064621.67
14823,Infiniti,3994468.98,2556071.21
14824,AMG,4420745.57,3949306.03
14825,Fullerton Ford,2407317.78,1952120.86
14826,Fullerton Maserati,435553.48,390251.73
14827,Lexus,4589769.44,3907064.52
14828,RaceWay,1829515.04,1660209.05
14829,99¢ & Discount Depot,1920523.12,1669013.72
14830,Matsen & Ray Law Offices,3920089.08,2953315.88
14831,Lil's Barber Shop,1673386.96,1038964.58
14832,Ecret's Flower Shoppe,2588364.92,2150877.53
14833,Tom’s Auto Repair,2033279.32,1563630.64
14834,Maple Ave. Automotive,3337117.41,2558789.05
14835,CubeSmart Self Storage,1093590.95,835925.54
14836,Belmar Spring Water,978005.22,896526.23
14837,CarFinder Fred,1626191.26,1033423.42
14838,The Bristol-Meyers Squibb Children's Hospital,3931323.95,3163607.66
14839,The Center for Wound Healing,2658806.68,1750739.11
14840,American Hungarian Foundation,3308022.53,2525474.71
14841,Retro Lotus Games,4124342.4,2601949.25
14842,Rockaway Townsquare Mall,2171067.12,1687290.51
14843,Dennis B O'Brien Elementary School,863307.02,572306.71
14844,Enterprise,4036513.23,3669724.69
14845,Allamuchy Town Hall,4918411.41,3894627.24
14846,Franklin Mutual Insurance,520764.34,423259.17
14847,Branchville Borough Municipal Office,1834934.19,1571677.18
14848,Aquarium Laundromat,2067667.63,1846735.65
14849,Middletown High School North,1342027.8,997563.42
14850,Tiny Greenhouse,2977967.7,1891650.35
14851,Earthsongs: Works in Clay,4177846.67,2744386.07
14852,MainGear,51261.98,33386.82
14853,Cherry Blossom Montessori School,623155.57,435237.76
14854,Highland Park Schools,4490804.16,2776527.6
14855,Round Valley Middle School,3900132.07,3527390.31
14856,George's Liquor and Deli,4259400.43,3790949.63
14857,Epic Systems,2349020.0,2088424.14
14858,Phases Spa,4238039.14,2705487.72
14859,Redeemer Lutheran School,3872787.27,3197955.9
14860,Budd Lake Transmission & Auto Repair,2318759.3,1496638.68
14861,Bentley of Edison,2205345.81,1414844.71
14862,The Auto Store,4979657.56,4143818.98
14863,Jersey Vape Store,3855370.62,3033144.17
14864,Immaculate Heart Academy,1711046.95,1490427.44
14865,Verizon Wireless NE Headquarters,781689.83,628879.3
14866,J&M Storage,4908457.68,3061541.14
14867,Lampol Travel,2108399.06,1543326.23
14868,Bridgewater Funeral Home,4377061.9,2862329.81
14869,Martinsville Florist,1918968.47,1363871.28
14870,Collision Tech Auto Body,2978426.87,1896547.84
14871,Bell Mitsubishi,3693924.15,3471151.35
14872,West End Elementary School,2205971.96,1929442.32
14873,Morrison's Ship's Store,2870362.99,1806034.72
14874,Domenic & Pietro's Barber Studio,4047784.81,3193959.33
14875,Carlo Russo's Wine and Spirits,2536982.73,2182893.13
14876,Wyckoff Memorial Town Hall,2354579.94,2133279.95
14877,Tisdale Fields,1510066.29,944210.2
14878,Interstate Shopping Center,942550.62,585315.22
14879,John Y. Dater School,4717812.46,3159852.23
14880,Chubenko Funeral Home,1619391.81,1511572.02
14881,Van Meter Auto Repair,1478589.37,1248341.57
14882,Barry's Appliance,4842194.12,3687284.03
14883,Bridgewater Motorworks,1543041.3,1100127.91
14884,Ernie’s Guitar Repair,3468781.65,2616863.49
14885,The Ellison School,1377600.35,1112887.69
14886,Borough of North Arlington,711212.31,516579.26
14887,Revelations Salon,3516768.36,2789913.74
14888,La Sala James,4499279.28,2738929.38
14889,Yogi's Quick Shop,2407575.9,1674677.77
14890,JC Towing and Auto,3823404.62,3134370.82
14891,Hopewell House Wines and Liquors,3382819.85,3163595.69
14892,Mahbubeh's Antiques,465086.91,307171.76
14893,Típica Él Quetzal,4578466.32,3320388.44
14894,Bishop Schad Regional School,1827026.4,1565568.45
14895,Martens Body and Fender,4209962.26,3929920.13
14896,Verchio's Market,2766362.99,1776175.35
14897,CosmoLex,686915.58,600870.64
14898,Barnegat Light Borough Hall,4022876.54,2609263.19
14899,The Keepers Liquor Store,4857123.22,3897883.74
14900,Bobbies Boats,488916.77,403360.5
14901,Wildflowers by the Lighthouse,4580722.88,4038224.29
14902,Twig Nest and Bloom,1787192.91,1128030.12
14903,The Inlet Deli,3868444.35,2528125.03
14904,Oaklyn Municipal Building,1298674.48,1031122.73
14905,Yaatree Bazaar,1321839.95,960577.45
14906,Automotive MD,508762.96,324396.22
14907,Steckel's Auto Repair,1700173.14,1549603.27
